CustomerID,Age,TenureDays,TotalOrders,AvgBasketValue,TotalSpend,LastPurchaseDaysAgo,Country,PreferredCategory,PredictedNext30dProducts
10402,47,180,18,238.48,4292.64,337,India,Electronics,22
14413,33,845,33,392.01,12936.33,97,USA,Grocery,3
11099,46,984,22,301.52,6633.44,186,Canada,Electronics,9
12272,42,44,8,391.67,3133.36,338,USA,Books,17
11305,65,856,66,332.44,21941.04,151,Germany,Books,13
14967,19,1161,55,71.46,3930.3,99,Germany,Books,11
13567,24,528,43,100.27,4311.61,342,France,Fashion,18
10175,36,348,62,303.43,18812.66,109,USA,Grocery,10
11403,33,810,2,175.43,350.86,334,USA,Sports,2
13761,54,1297,4,202.42,809.68,16,India,Sports,16
10991,38,1360,113,496.44,56097.72,111,India,Books,16
14202,46,181,3,393.67,1181.01,328,USA,Books,19
11624,61,582,47,427.19,20077.93,246,India,Grocery,24
12922,69,676,17,193.64,3291.88,206,France,Sports,18
14322,25,829,45,332.81,14976.45,308,UK,Grocery,24
12418,49,913,116,19.24,2231.84,58,USA,Books,14
11663,49,449,23,452.58,10409.34,364,USA,Grocery,3
11689,54,347,103,258.94,26670.82,178,Germany,Electronics,21
10679,29,172,107,233.69,25004.83,209,India,Books,22
14435,50,1342,111,107.22,11901.42,78,France,Electronics,3
11966,46,584,34,447.37,15210.58,108,Germany,Home,17
13448,33,1441,74,483.67,35791.58,251,USA,Electronics,15
11901,33,763,81,19.42,1573.02,303,Canada,Home,20
12437,33,970,69,315.88,21795.72,45,France,Electronics,8
11678,37,788,33,453.93,14979.69,268,Germany,Books,17
11632,18,968,68,217.71,14804.28,106,Germany,Electronics,3
14902,19,486,74,147.08,10883.92,335,India,Sports,17
11249,38,536,117,37.35,4369.95,58,France,Grocery,12
12072,48,612,2,125.05,250.1,152,India,Sports,21
12228,41,361,35,89.78,3142.3,308,USA,Books,9
13450,32,934,106,360.11,38171.66,335,USA,Grocery,3
11236,32,1384,95,291.09,27653.55,132,France,Home,9
13342,33,143,54,32.8,1771.2,187,Canada,Sports,19
10259,65,410,26,355.13,9233.38,63,Canada,Electronics,14
10107,54,1372,70,299.78,20984.6,21,India,Sports,19
14594,66,1266,29,445.87,12930.23,163,France,Home,2
10639,64,1052,59,107.17,6323.03,144,UK,Electronics,20
12489,24,1351,57,390.84,22277.88,181,Canada,Books,5
10157,45,250,51,452.53,23079.03,27,USA,Fashion,11
13547,61,144,23,305.74,7032.02,54,Canada,Grocery,3
13549,24,990,16,355.36,5685.76,109,France,Home,2
13188,54,1094,110,120.74,13281.4,38,USA,Electronics,11
14779,49,309,98,133.77,13109.46,23,USA,Grocery,19
12584,50,774,34,315.99,10743.66,363,UK,Books,17
14101,52,740,92,218.34,20087.28,156,USA,Home,19
12655,30,642,23,402.58,9259.34,161,Canada,Fashion,21
11609,56,600,54,78.76,4253.04,217,Canada,Books,9
13814,54,1009,109,66.98,7300.82,357,USA,Home,8
10659,41,1408,65,469.86,30540.9,112,India,Electronics,9
10143,44,1262,111,223.59,24818.49,303,USA,Sports,22
11990,36,508,115,108.17,12439.55,223,UK,Fashion,0
10450,38,750,77,239.55,18445.35,132,UK,Fashion,19
11191,28,480,47,61.49,2890.03,208,Germany,Electronics,0
14021,64,858,110,34.97,3846.7,257,India,Home,4
10635,43,609,51,157.64,8039.64,141,Germany,Grocery,5
12157,57,1489,119,262.42,31227.98,114,France,Fashion,2
13751,53,259,82,374.06,30672.92,96,USA,Electronics,23
10899,26,1436,66,62.06,4095.96,238,Germany,Grocery,22
14454,26,796,10,357.67,3576.7,36,India,Grocery,1
12830,48,1191,24,422.52,10140.48,360,UK,Electronics,8
12770,52,892,44,316.09,13907.96,161,UK,Sports,20
11220,20,1405,48,172.36,8273.28,268,Germany,Grocery,18
14445,25,724,82,228.8,18761.6,181,Germany,Books,10
14590,39,526,68,383.96,26109.28,335,Canada,Fashion,4
11387,28,627,33,278.88,9203.04,306,Germany,Sports,18
11966,21,1172,32,474.59,15186.88,256,Germany,Books,7
14315,24,955,61,467.13,28494.93,312,UK,Sports,1
10690,34,607,53,85.28,4519.84,100,USA,Home,10
14246,54,1080,106,41.04,4350.24,233,Canada,Grocery,8
12076,54,819,16,377.56,6040.96,48,UK,Grocery,20
11757,32,402,2,289.9,579.8,153,Canada,Grocery,15
14158,40,1392,83,332.89,27629.87,218,Germany,Sports,1
10170,68,131,62,388.84,24108.08,225,France,Electronics,20
11657,35,775,91,254.97,23202.27,127,Canada,Fashion,5
12071,46,949,106,299.98,31797.88,332,UK,Home,0
14489,41,992,14,372.9,5220.6,145,UK,Sports,16
11391,28,572,94,196.31,18453.14,88,UK,Electronics,23
14861,44,1007,50,263.02,13151.0,24,India,Grocery,7
12041,55,1494,105,376.73,39556.65,201,Canada,Electronics,24
14436,37,492,1,84.84,84.84,24,UK,Electronics,11
12429,34,755,32,154.46,4942.72,109,France,Home,1
13384,34,230,92,210.92,19404.64,232,UK,Electronics,8
10000,27,163,96,55.84,5360.64,243,France,Books,17
11052,56,617,53,319.62,16939.86,192,Canada,Home,19
11245,64,1232,18,199.18,3585.24,102,France,Sports,6
13174,38,1400,8,313.88,2511.04,363,USA,Sports,19
12250,43,599,102,284.84,29053.68,358,UK,Books,9
11834,45,699,13,444.39,5777.07,153,Canada,Books,18
13505,33,165,25,460.1,11502.5,17,India,Home,12
14593,30,1153,94,190.65,17921.1,311,France,Sports,17
13992,30,739,24,401.05,9625.2,135,Canada,Home,7
11688,22,1204,2,20.28,40.56,153,India,Home,16
10243,55,772,62,286.65,17772.3,181,Canada,Books,19
11634,22,460,109,321.1,34999.9,118,USA,Fashion,13
12210,40,722,34,148.04,5033.36,279,Canada,Electronics,9
10174,69,280,27,408.01,11016.27,278,France,Electronics,9
12219,61,98,101,36.81,3717.81,333,India,Books,10
13656,54,407,76,379.95,28876.2,63,UK,Books,7
10266,46,235,29,413.96,12004.84,343,France,Fashion,2
11382,35,529,14,385.03,5390.42,243,UK,Fashion,5
10779,20,264,94,433.32,40732.08,162,Canada,Home,6
14631,68,198,31,495.45,15358.95,149,India,Books,10
10666,66,1177,89,222.05,19762.45,16,Germany,Electronics,11
11157,67,195,89,131.54,11707.06,137,India,Books,24
14676,54,420,105,431.13,45268.65,308,Canada,Sports,1
10863,30,225,88,338.37,29776.56,47,India,Books,13
13900,36,1118,90,26.12,2350.8,164,France,Books,22
10056,34,248,103,165.75,17072.25,3,Canada,Sports,2
13250,47,403,116,156.39,18141.24,69,UK,Sports,7
10542,39,891,49,101.07,4952.43,299,USA,Home,13
10932,29,748,3,290.94,872.82,332,France,Books,12
10850,27,135,110,499.34,54927.4,47,Germany,Fashion,5
11175,58,1461,62,277.6,17211.2,171,UK,Home,23
10522,21,1321,112,455.16,50977.92,76,USA,Books,5
10109,45,134,97,382.3,37083.1,336,UK,Home,23
13445,47,724,86,27.24,2342.64,272,USA,Home,21
10056,51,679,13,359.6,4674.8,183,USA,Sports,2
13823,22,32,112,11.63,1302.56,56,Canada,Fashion,12
11666,24,756,88,90.1,7928.8,171,Germany,Grocery,11
13917,19,1474,44,383.38,16868.72,23,Canada,Fashion,19
11427,39,703,40,487.63,19505.2,329,Canada,Fashion,19
10504,53,135,43,299.36,12872.48,83,Germany,Grocery,21
13695,41,986,20,159.57,3191.4,142,India,Books,0
14604,51,536,89,298.44,26561.16,294,Canada,Grocery,16
11328,61,1148,25,153.9,3847.5,92,France,Fashion,18
10683,34,737,100,169.63,16963.0,81,Germany,Home,15
10122,43,336,77,429.52,33073.04,194,UK,Grocery,3
11347,37,439,18,335.33,6035.94,45,Canada,Grocery,10
14071,24,757,28,408.54,11439.12,222,USA,Fashion,15
11901,58,1143,1,428.95,428.95,157,UK,Home,14
11645,23,1205,81,365.5,29605.5,139,USA,Home,14
12869,19,806,17,381.33,6482.61,362,UK,Fashion,19
11378,53,632,82,104.65,8581.3,140,India,Books,16
12872,53,852,48,387.43,18596.64,127,India,Books,1
11496,32,852,47,455.75,21420.25,264,UK,Home,15
10675,19,952,79,419.03,33103.37,326,Germany,Home,14
12508,56,1483,117,194.76,22786.92,316,Canada,Books,21
12296,52,1015,54,298.09,16096.86,219,UK,Grocery,19
10562,28,1212,24,173.27,4158.48,215,India,Books,23
14272,45,1228,46,59.16,2721.36,12,India,Electronics,5
10201,54,1367,4,270.63,1082.52,190,Germany,Electronics,1
14472,26,491,71,288.56,20487.76,203,India,Home,11
12994,20,467,105,391.57,41114.85,161,UK,Grocery,22
14556,18,1208,90,169.86,15287.4,4,India,Grocery,16
14715,56,605,58,276.32,16026.56,128,UK,Home,20
14498,39,561,7,316.86,2218.02,288,Germany,Home,15
14405,55,147,101,288.57,29145.57,301,India,Electronics,1
13665,19,632,96,425.66,40863.36,117,France,Electronics,24
14095,69,167,12,471.76,5661.12,161,France,Fashion,22
11528,62,558,88,219.05,19276.4,333,India,Grocery,23
10659,66,571,113,412.72,46637.36,352,USA,Sports,16
10001,26,1042,88,428.48,37706.24,41,UK,Books,3
10508,48,185,42,318.31,13369.02,36,UK,Sports,18
10139,55,580,18,253.92,4570.56,331,UK,Home,9
13254,20,1450,29,478.48,13875.92,243,Germany,Grocery,2
13654,61,817,14,330.75,4630.5,236,Canada,Grocery,3
11585,40,1093,118,310.65,36656.7,345,USA,Electronics,4
14737,54,456,9,69.46,625.14,175,UK,Sports,13
10227,49,1162,8,385.54,3084.32,343,Canada,Grocery,17
12597,19,374,3,365.35,1096.05,244,India,Fashion,16
12805,27,1445,91,182.54,16611.14,186,Germany,Fashion,2
14360,39,1201,45,315.06,14177.7,276,UK,Grocery,16
13546,68,1074,100,85.5,8550.0,297,USA,Home,24
13672,32,225,82,73.7,6043.4,84,UK,Sports,24
14890,68,243,45,58.15,2616.75,165,Canada,Books,3
14560,31,1386,10,128.92,1289.2,272,Canada,Sports,18
14902,38,462,3,25.88,77.64,2,UK,Electronics,23
12522,25,471,116,384.81,44637.96,207,Canada,Home,15
10338,48,1361,24,469.54,11268.96,210,UK,Sports,8
10818,53,1273,87,121.89,10604.43,173,France,Books,5
12566,40,1495,40,430.82,17232.8,124,USA,Electronics,19
14980,42,542,101,100.41,10141.41,364,USA,Grocery,7
13717,23,1256,55,94.1,5175.5,122,France,Home,20
13062,49,59,42,151.54,6364.68,6,UK,Home,18
11253,55,531,85,413.74,35167.9,64,Germany,Home,6
13150,58,418,86,248.18,21343.48,241,USA,Home,3
12250,44,829,97,342.76,33247.72,56,UK,Books,0
14320,31,302,66,174.33,11505.78,245,Germany,Home,18
13615,51,704,96,301.94,28986.24,68,USA,Electronics,1
11779,40,1110,75,26.18,1963.5,170,India,Electronics,22
11291,37,394,5,187.71,938.55,323,Canada,Sports,14
10678,54,986,109,366.93,39995.37,162,UK,Books,13
12552,40,1153,91,181.65,16530.15,343,Canada,Grocery,14
13224,43,620,54,42.54,2297.16,100,France,Sports,4
10214,19,410,113,181.95,20560.35,226,Germany,Books,22
10985,22,756,48,485.7,23313.6,90,India,Electronics,6
13283,38,554,76,466.32,35440.32,104,Germany,Fashion,0
14706,67,422,72,231.21,16647.12,199,Canada,Fashion,15
12345,61,352,113,97.54,11022.02,17,USA,Fashion,19
14738,22,94,41,302.9,12418.9,69,France,Electronics,22
13433,65,1262,84,237.75,19971.0,269,France,Grocery,1
13627,24,1402,90,479.02,43111.8,256,India,Sports,14
13073,65,802,79,105.44,8329.76,20,USA,Grocery,16
14373,61,832,8,364.31,2914.48,88,Canada,Grocery,12
13239,54,243,113,496.91,56150.83,215,USA,Electronics,2
11372,24,1439,28,418.76,11725.28,99,UK,Home,19
12038,48,485,88,10.0,880.0,255,Canada,Sports,2
14718,31,892,61,136.46,8324.06,22,France,Fashion,0
13853,43,151,12,177.07,2124.84,334,USA,Electronics,9
13343,54,630,24,156.8,3763.2,160,Germany,Home,21
14683,33,358,1,184.36,184.36,63,Germany,Home,15
14152,54,1453,63,136.19,8579.97,73,USA,Electronics,15
11768,39,770,1,115.04,115.04,246,France,Electronics,8
10038,20,294,43,18.33,788.19,54,France,Electronics,3
13562,52,810,73,79.01,5767.73,319,Germany,Home,19
11829,63,330,33,288.95,9535.35,120,France,Grocery,15
12171,57,1335,100,247.51,24751.0,116,Canada,Grocery,6
10108,30,1254,57,16.74,954.18,49,France,Fashion,16
14840,67,1063,108,226.63,24476.04,319,France,Books,22
14959,51,1308,21,121.24,2546.04,324,India,Books,11
14128,28,1123,66,379.38,25039.08,220,USA,Electronics,12
14235,25,1257,19,137.62,2614.78,308,USA,Sports,2
14177,69,1207,56,206.46,11561.76,89,UK,Fashion,19
13106,18,1439,107,396.06,42378.42,345,Germany,Fashion,10
10136,51,153,56,458.66,25684.96,286,France,Home,18
13737,40,234,56,225.98,12654.88,342,UK,Electronics,6
13851,63,1336,105,269.35,28281.75,212,India,Books,0
10330,37,918,79,137.09,10830.11,193,USA,Sports,12
10196,37,210,34,297.06,10100.04,100,UK,Grocery,17
11415,67,174,62,215.07,13334.34,8,India,Home,11
13296,35,1091,97,186.38,18078.86,254,India,Sports,22
13020,33,536,85,121.19,10301.15,217,USA,Books,22
13369,41,284,28,287.41,8047.48,44,Canada,Grocery,19
14855,44,245,61,177.22,10810.42,166,France,Grocery,21
10840,42,110,33,146.38,4830.54,305,France,Electronics,1
13642,39,859,87,281.72,24509.64,212,India,Electronics,14
12669,46,955,96,164.17,15760.32,123,UK,Grocery,15
11177,43,1171,107,380.49,40712.43,228,Germany,Books,23
10943,26,666,73,448.84,32765.32,32,France,Fashion,19
13446,22,1048,20,397.73,7954.6,292,USA,Grocery,16
10851,68,1144,118,282.59,33345.62,88,USA,Grocery,14
14600,55,244,40,304.89,12195.6,340,Canada,Grocery,18
11751,69,532,69,210.98,14557.62,216,France,Fashion,8
11845,22,833,55,56.91,3130.05,67,India,Sports,13
14824,49,788,62,160.47,9949.14,59,Canada,Home,6
11721,43,1488,47,28.36,1332.92,141,India,Books,21
11773,47,684,12,328.01,3936.12,364,Canada,Grocery,0
10650,50,75,17,229.42,3900.14,69,France,Electronics,1
11361,33,732,2,325.05,650.1,186,USA,Books,20
13509,56,1442,11,204.9,2253.9,23,India,Electronics,8
11468,46,1020,82,12.03,986.46,75,Germany,Home,19
10484,40,479,79,480.77,37980.83,361,UK,Home,6
10751,66,1433,50,398.61,19930.5,114,UK,Grocery,8
10109,43,1252,24,21.68,520.32,353,Canada,Books,5
12352,69,1117,57,324.81,18514.17,136,India,Home,0
14278,65,678,37,489.18,18099.66,123,Germany,Home,10
13524,22,413,35,69.4,2429.0,159,UK,Books,1
11058,65,979,86,44.69,3843.34,46,Canada,Books,14
10200,27,1011,90,26.75,2407.5,78,UK,Grocery,13
14490,49,193,21,39.59,831.39,56,USA,Sports,8
13715,69,913,96,193.37,18563.52,214,UK,Fashion,2
14935,63,1199,94,414.86,38996.84,55,India,Sports,6
11215,55,751,113,131.4,14848.2,245,France,Fashion,12
10731,38,1434,42,76.26,3202.92,116,Canada,Sports,9
10373,54,154,13,186.2,2420.6,232,USA,Sports,17
13149,54,941,8,134.36,1074.88,140,UK,Electronics,5
13244,45,1074,47,87.36,4105.92,45,UK,Sports,23
13941,54,1111,40,202.94,8117.6,83,India,Grocery,6
13948,20,268,82,390.51,32021.82,139,Germany,Electronics,19
10645,23,719,106,38.11,4039.66,60,UK,Home,10
13595,69,860,97,181.73,17627.81,196,Canada,Home,8
14078,39,1056,94,362.03,34030.82,107,France,Grocery,15
11935,62,623,63,138.24,8709.12,285,UK,Grocery,7
12733,52,623,105,121.77,12785.85,113,Germany,Grocery,11
12561,52,896,36,398.2,14335.2,54,USA,Electronics,3
12052,59,483,115,274.66,31585.9,111,Germany,Fashion,5
11939,61,1395,70,481.69,33718.3,364,France,Electronics,10
10702,43,918,38,333.08,12657.04,323,France,Sports,17
12799,46,1392,74,82.52,6106.48,133,Canada,Grocery,19
10507,28,490,76,393.42,29899.92,137,India,Books,15
11423,66,1430,95,266.48,25315.6,35,India,Books,3
12067,19,115,51,226.39,11545.89,330,Canada,Books,12
14165,45,1051,31,281.94,8740.14,220,France,Electronics,11
14994,46,387,7,308.53,2159.71,107,Germany,Grocery,24
10751,68,1486,83,391.4,32486.2,164,France,Fashion,6
12016,22,732,20,69.24,1384.8,255,India,Grocery,11
10548,36,1317,9,466.07,4194.63,5,France,Home,16
12555,33,42,21,178.01,3738.21,62,India,Grocery,1
10638,68,975,7,161.41,1129.87,253,France,Home,9
11720,44,648,93,83.25,7742.25,223,USA,Home,8
13816,35,657,29,357.54,10368.66,208,France,Home,5
13788,67,963,43,298.24,12824.32,184,France,Fashion,24
11713,29,1348,82,314.64,25800.48,257,USA,Electronics,2
14183,69,1218,32,486.84,15578.88,209,France,Books,0
14630,55,1114,34,423.8,14409.2,55,USA,Electronics,0
13944,21,1023,41,394.6,16178.6,143,France,Electronics,8
11801,58,83,114,111.81,12746.34,361,USA,Books,15
14170,69,1045,69,322.68,22264.92,180,USA,Electronics,10
13360,24,136,86,424.12,36474.32,255,Germany,Fashion,9
13962,43,704,117,176.59,20661.03,97,USA,Books,6
13212,62,943,21,227.68,4781.28,49,India,Sports,0
12587,53,1439,4,375.78,1503.12,361,India,Fashion,7
14804,27,1202,79,89.56,7075.24,206,France,Grocery,19
11699,28,1368,2,39.14,78.28,127,Germany,Sports,1
10147,26,1490,33,231.09,7625.97,279,Canada,Fashion,19
13011,59,828,47,417.11,19604.17,197,USA,Fashion,24
11529,18,1467,87,445.25,38736.75,7,France,Books,1
14507,43,289,105,232.23,24384.15,171,France,Books,14
10117,54,202,1,77.71,77.71,170,Germany,Books,22
14879,31,1066,94,398.11,37422.34,151,Canada,Books,3
10486,65,617,74,153.56,11363.44,230,India,Electronics,22
11235,64,965,90,292.01,26280.9,151,UK,Sports,7
12847,60,972,103,487.98,50261.94,138,Canada,Books,2
11021,65,751,27,200.7,5418.9,364,USA,Sports,1
14961,25,105,47,337.15,15846.05,360,India,Sports,1
12219,57,257,1,304.83,304.83,260,UK,Home,6
13165,55,1338,6,395.68,2374.08,185,USA,Books,17
13099,43,493,96,361.52,34705.92,308,Germany,Fashion,1
10216,61,937,89,144.2,12833.8,335,Canada,Sports,2
13946,38,440,112,51.38,5754.56,279,Canada,Sports,13
12705,68,1415,96,53.25,5112.0,185,USA,Grocery,20
11883,27,923,16,317.71,5083.36,329,Germany,Home,8
11506,37,879,104,287.95,29946.8,313,India,Fashion,10
14164,48,346,85,256.7,21819.5,347,France,Home,14
12297,57,852,81,390.96,31667.76,177,USA,Home,20
11711,27,965,66,320.75,21169.5,162,UK,Fashion,14
11007,24,188,40,145.55,5822.0,34,India,Electronics,7
12596,42,1201,55,19.71,1084.05,243,Germany,Books,10
13386,46,38,110,334.37,36780.7,101,India,Home,5
11782,32,683,74,250.12,18508.88,286,France,Grocery,14
14144,44,731,26,68.04,1769.04,93,USA,Sports,16
12361,19,661,58,395.63,22946.54,328,Germany,Fashion,19
14449,61,532,55,72.4,3982.0,82,France,Grocery,3
11034,42,1164,101,299.95,30294.95,354,Germany,Electronics,16
13821,19,235,108,75.83,8189.64,227,Canada,Sports,19
13776,38,1099,74,211.78,15671.72,233,UK,Electronics,4
14924,32,69,112,346.57,38815.84,56,Canada,Grocery,22
14708,67,874,110,23.78,2615.8,82,Germany,Books,24
11739,65,1495,51,276.59,14106.09,286,France,Sports,22
10435,50,196,22,331.21,7286.62,286,Canada,Grocery,2
10492,22,758,13,371.53,4829.89,241,Germany,Home,22
13941,60,690,75,25.14,1885.5,121,UK,Sports,0
12116,22,39,112,163.2,18278.4,252,Germany,Fashion,16
12068,60,443,107,310.87,33263.09,275,France,Electronics,11
11728,32,581,77,215.53,16595.81,211,France,Grocery,16
12643,26,562,14,283.44,3968.16,253,India,Electronics,20
13647,60,1147,104,484.42,50379.68,269,UK,Books,10
13512,61,122,103,313.71,32312.13,270,Canada,Home,22
11359,23,1408,33,139.33,4597.89,42,USA,Grocery,20
12507,49,1380,59,224.88,13267.92,253,UK,Home,22
13161,21,953,47,66.0,3102.0,292,Germany,Home,21
13395,39,350,94,133.33,12533.02,98,Germany,Electronics,18
13059,34,1394,27,257.66,6956.82,265,UK,Home,2
12692,42,233,5,216.24,1081.2,251,USA,Electronics,23
10362,49,440,115,137.76,15842.4,280,Germany,Home,19
10273,58,983,107,97.45,10427.15,12,Germany,Grocery,12
14006,63,1177,105,467.46,49083.3,29,Canada,Home,20
13088,64,652,64,378.13,24200.32,165,Canada,Sports,8
13327,50,199,53,486.93,25807.29,190,Canada,Home,18
10127,52,369,96,200.9,19286.4,60,UK,Home,2
13246,69,1028,2,380.44,760.88,293,Germany,Fashion,22
11200,26,426,24,70.07,1681.68,17,USA,Sports,10
13065,28,231,59,473.14,27915.26,24,France,Electronics,11
14259,39,298,116,401.21,46540.36,281,France,Home,24
14515,34,1290,99,326.05,32278.95,295,France,Fashion,12
13562,66,148,36,229.55,8263.8,184,USA,Books,1
10070,24,84,55,321.66,17691.3,240,UK,Books,21
13905,64,386,101,210.82,21292.82,253,France,Home,21
10468,64,988,7,280.65,1964.55,145,UK,Sports,2
13560,39,456,102,471.36,48078.72,192,India,Home,11
11923,62,232,23,419.35,9645.05,56,Canada,Electronics,10
12979,60,183,70,196.06,13724.2,251,Canada,Books,2
14022,35,34,71,226.25,16063.75,237,Canada,Electronics,6
14219,66,618,87,311.26,27079.62,208,Canada,Books,8
14518,36,541,76,323.43,24580.68,146,India,Home,1
10566,41,577,46,75.24,3461.04,276,UK,Electronics,1
13127,45,1053,101,152.42,15394.42,265,India,Grocery,19
14016,67,829,107,147.84,15818.88,86,France,Electronics,23
11165,68,776,62,106.04,6574.48,8,France,Home,13
14236,27,1119,84,182.31,15314.04,161,Canada,Sports,21
11815,30,1073,118,304.45,35925.1,181,UK,Fashion,3
13967,69,701,103,174.21,17943.63,129,Canada,Sports,13
10140,57,902,55,134.9,7419.5,304,India,Books,8
13310,19,64,31,198.39,6150.09,178,India,Grocery,17
10501,20,648,30,53.75,1612.5,128,USA,Grocery,8
11454,47,960,97,443.67,43035.99,146,Germany,Home,10
14279,53,819,14,189.67,2655.38,331,USA,Grocery,14
10535,44,949,70,194.02,13581.4,52,Canada,Sports,7
12160,60,535,23,327.26,7526.98,305,USA,Grocery,13
14241,34,271,19,115.03,2185.57,209,Germany,Fashion,8
12829,59,90,113,463.85,52415.05,77,India,Fashion,16
14383,27,125,84,366.08,30750.72,247,India,Books,4
11625,67,641,75,303.18,22738.5,128,Germany,Grocery,13
14447,52,847,36,56.49,2033.64,166,Canada,Home,16
12152,39,543,35,490.02,17150.7,3,Germany,Electronics,4
13327,19,631,18,495.3,8915.4,60,UK,Sports,22
10270,36,82,72,21.53,1550.16,306,India,Electronics,18
14326,22,112,65,128.76,8369.4,163,UK,Grocery,22
13815,27,286,56,458.37,25668.72,142,Germany,Books,6
11356,19,593,86,357.04,30705.44,145,Germany,Sports,22
14955,54,1172,29,253.68,7356.72,143,USA,Fashion,14
14089,58,1272,60,274.35,16461.0,303,USA,Sports,7
10090,27,1244,10,164.27,1642.7,78,India,Fashion,21
12177,41,882,108,99.31,10725.48,107,Germany,Grocery,15
11730,69,1208,22,230.69,5075.18,153,Canada,Grocery,17
12358,23,430,56,231.02,12937.12,54,USA,Sports,21
12709,48,570,109,350.92,38250.28,136,USA,Fashion,17
10348,38,900,42,478.31,20089.02,24,Germany,Grocery,12
14877,56,533,95,380.17,36116.15,283,Germany,Electronics,2
14332,18,52,109,60.27,6569.43,89,India,Electronics,14
11293,39,444,99,130.87,12956.13,59,Canada,Home,22
14464,29,1252,20,369.15,7383.0,224,France,Books,14
12347,22,1479,20,420.91,8418.2,39,India,Fashion,10
12991,51,284,35,286.28,10019.8,266,UK,Fashion,4
12800,46,345,15,168.95,2534.25,309,Germany,Grocery,2
14256,27,827,67,121.33,8129.11,230,UK,Books,10
11124,60,468,119,34.47,4101.93,323,USA,Fashion,3
10573,27,551,10,14.84,148.4,286,USA,Electronics,5
14079,67,458,118,486.72,57432.96,228,India,Fashion,10
10828,21,1322,10,317.37,3173.7,189,USA,Home,18
10470,24,1458,39,212.42,8284.38,62,Canada,Books,2
14150,46,1226,13,366.32,4762.16,266,Canada,Electronics,9
12251,34,1282,79,343.19,27112.01,126,UK,Grocery,6
13967,31,375,85,371.32,31562.2,145,India,Sports,22
12632,36,1391,96,107.82,10350.72,243,USA,Books,12
14232,47,542,62,381.51,23653.62,160,Canada,Sports,16
11098,20,1083,100,260.3,26030.0,352,France,Home,1
13089,50,1095,21,148.11,3110.31,362,Germany,Sports,13
10431,25,1142,85,49.76,4229.6,255,USA,Grocery,7
11233,66,279,51,137.45,7009.95,130,Canada,Grocery,3
11529,46,938,118,123.76,14603.68,65,Germany,Electronics,2
14351,50,308,77,25.56,1968.12,73,Germany,Home,0
11380,66,1175,88,449.67,39570.96,29,France,Sports,3
10141,61,1311,75,75.46,5659.5,140,USA,Fashion,3
11216,34,362,70,263.63,18454.1,226,USA,Home,7
13847,42,302,76,73.96,5620.96,123,Canada,Electronics,23
14187,23,938,97,489.3,47462.1,110,Germany,Books,12
11776,50,233,10,394.59,3945.9,195,India,Books,8
13651,37,807,31,129.9,4026.9,142,Canada,Electronics,18
12452,30,1184,113,356.92,40331.96,205,India,Fashion,14
10717,39,1397,63,339.84,21409.92,305,USA,Grocery,17
10560,56,1070,104,200.33,20834.32,243,UK,Books,12
10904,54,384,72,150.48,10834.56,251,Germany,Home,19
10936,28,96,95,271.51,25793.45,300,India,Grocery,22
10296,42,828,107,415.5,44458.5,248,UK,Books,3
14894,20,632,105,188.94,19838.7,35,India,Grocery,10
11760,25,1142,42,491.56,20645.52,129,Germany,Books,5
11199,27,195,26,478.95,12452.7,103,Germany,Books,10
14286,63,428,39,403.69,15743.91,14,Canada,Fashion,2
13893,51,192,111,241.06,26757.66,161,India,Electronics,12
10945,19,1438,82,121.92,9997.44,201,France,Fashion,10
11636,62,716,117,141.29,16530.93,107,USA,Home,18
12241,58,1467,93,133.67,12431.31,275,USA,Fashion,11
12913,38,1471,103,11.5,1184.5,20,France,Electronics,3
13166,32,202,86,42.97,3695.42,309,France,Electronics,3
14788,18,311,19,277.37,5270.03,319,Canada,Electronics,13
14443,59,1457,105,447.58,46995.9,1,Canada,Books,19
12396,21,823,77,163.07,12556.39,166,France,Books,18
11406,57,1472,33,385.8,12731.4,87,Canada,Books,9
10493,65,233,106,429.16,45490.96,170,Germany,Sports,20
12032,20,799,84,386.51,32466.84,60,USA,Fashion,21
10060,54,796,20,98.47,1969.4,202,India,Books,23
11745,30,744,89,89.43,7959.27,97,Canada,Books,1
13501,30,1323,88,189.03,16634.64,355,Canada,Grocery,14
10956,54,1198,3,198.28,594.84,334,France,Books,23
14789,28,301,2,445.92,891.84,323,India,Home,5
14131,31,1121,102,103.15,10521.3,251,Canada,Sports,24
12854,33,737,91,286.24,26047.84,286,France,Grocery,14
13163,18,211,85,75.74,6437.9,283,India,Books,2
10924,23,977,11,339.47,3734.17,11,Canada,Home,3
12188,27,473,83,291.26,24174.58,292,Germany,Books,1
14517,59,1376,51,383.51,19559.01,223,France,Home,18
11203,62,562,35,287.51,10062.85,300,Canada,Home,13
12842,20,898,95,13.57,1289.15,209,France,Books,21
13038,41,999,22,457.03,10054.66,85,UK,Grocery,9
12751,45,138,111,234.72,26053.92,32,India,Sports,13
11081,49,379,104,116.5,12116.0,329,UK,Sports,1
14282,31,531,20,86.99,1739.8,210,Germany,Home,4
10246,59,144,44,196.32,8638.08,165,Germany,Home,7
10795,62,358,43,351.35,15108.05,14,USA,Grocery,18
13686,26,1306,110,312.0,34320.0,253,India,Electronics,19
10937,30,201,56,427.56,23943.36,260,UK,Books,10
14903,69,942,3,460.01,1380.03,172,Germany,Books,17
